TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"41-9558-2026","2026-07-15 13:03:43","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2131888","112.6","112.6","2 B/R","P1-066","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEK HORIZON"
"41-9559-2026","2026-07-15 12:17:04","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","3873150","218.48","218.48","","","","","","0","0","","DAMAC ISLANDS - BORA BORA 3"
"41-9561-2026","2026-07-15 14:06:12","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3342400","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - MOROCCO 1"
"41-9562-2026","2026-07-15 13:16:11","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2950000","242.84","242.84","4 B/R","","","","","0","0","","The Valley - Elora"
"41-9564-2026","2026-07-15 13:07:03","Sales","Delayed Sell","Ready","Free Hold","Residential","MAJAN","Unit","Flat","480000","39.53","39.53","Studio","","","","IMG World Adventures","0","0","","ARAS HEIGHTS"
"41-9565-2026","2026-07-15 13:29:08","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","675000","42.62","42.62","Studio","B2-063","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","BELLA ROSE"
"41-9566-2026","2026-07-20 12:41:04","Sales","Delayed Sell","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1045000","88.32","88.32","2 B/R","A15-G-135","","","Motor City","0","0","","Remraam - Al Ramth"
"41-9567-2026","2026-07-15 14:46:31","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Jabal Ali","Land","Commercial","24500000","702.8","702.8","","","","","","0","0","","Palm Jebel Ali - Frond L"
"41-9568-2026","2026-07-15 14:33:36","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1650000","132.98","132.98","2 B/R","G-14","","","Expo 2020 Site","0","0","","Cresswell Residences"
"41-9569-2026","2026-07-16 09:40:35","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3750000","280.53","280.53","4 B/R","","","","","0","0","","Arabian Ranches lll - Raya"
"41-9570-2026","2026-07-15 16:08:15","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","22000000","1010.28","1010.28","","","","","","0","0","",""
"41-9571-2026","2026-07-16 09:47:28","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Deira","Land","Commercial","5800000","375.72","375.72","","","","","","0","0","","Bay Villas - Dubai Islands"
"41-9572-2026","2026-07-15 15:13:37","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Jabal Ali","Land","Commercial","29076000","685","685","","","","","","0","0","","Palm Jebel Ali - The Beach and Coral Collection - Frond E"
"41-9575-2026","2026-07-15 16:26:54","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Rooms","491650","9.36","9.36","Studio","EU  0","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SKY BAY HOTEL"
"41-9576-2026","2026-07-15 17:00:46","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","4104960","249.23","249.23","","","","","","0","0","","DAMAC ISLANDS - BORA BORA 3"
"41-9577-2026","2026-07-15 17:03:16","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","735650","7.58","7.58","Studio","  0","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","Ciel"
"41-9586-2026","2026-07-16 09:48:42","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1450000","85.07","85.07","1 B/R","150","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","ARBOR VIEW"
"41-9587-2026","2026-07-16 10:42:47","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2250000","87.63","87.63","2 B/R","B1-086","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Two"
"41-9588-2026","2026-07-16 09:52:44","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3350000","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - NICE 1"
"41-9589-2026","2026-07-16 11:11:09","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","3200000","149.63","149.63","3 B/R","P5-82, P5-83","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"41-9590-2026","2026-07-16 17:49:02","Sales","Delayed Sell","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","6150000","362.14","362.14","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"41-9591-2026","2026-07-16 11:12:14","Sales","Delayed Sell","Ready","Free Hold","Residential","THE LAKES","Unit","Flat","3130000","107.55","107.55","2 B/R","P3-413","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","","Golf Heights"
"41-9592-2026","2026-07-16 11:40:22","Sales","Delayed Sell","Ready","Free Hold","Residential","LIVING LEGENDS","Unit","Flat","1700000","129.04","129.04","2 B/R","B-163","","","IMG World Adventures","0","0","","LIVING LEGENDS PHASE 6"
"41-9593-2026","2026-07-16 11:52:24","Sales","Delayed Sell","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","743750","65.05","65.05","1 B/R","G-10","","","Dubai Cycling Course","0","0","","THE DIPLOMAT RESIDENCES"
"41-9595-2026","2026-07-16 13:13:49","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","735000","66.75","66.75","1 B/R","B-6","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Golf Vista Heights"
"41-9597-2026","2026-07-16 12:33:58","Sales","Delayed Sell","Ready","Free Hold","Residential","LIWAN","Unit","Flat","1020000","86.1","86.1","1 B/R","G-30","","","IMG World Adventures","0","0","","Celine By Vision"
"41-9598-2026","2026-07-16 12:17:20","Sales","Delayed Sell","Ready","Free Hold","Commercial","Al Yelayiss 5","Land","Commercial","6865888","405","405","","","","","","0","0","","Serro The Heights"
"41-9600-2026","2026-07-17 17:27:44","Sales","Delayed Sell","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","5850000","368.19","368.19","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"41-9604-2026","2026-07-16 14:43:26","Sales","Delayed Sell","Ready","Free Hold","Residential","Madinat Al Mataar","Land","Residential","20000000","1122.59","1122.59","","","","","","0","0","","Expo City Valley"
"41-9605-2026","2026-07-20 13:49:23","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1575000","69.59","69.59","1 B/R","P5-191","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"41-9606-2026","2026-07-16 13:52:01","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2425000","67.81","67.81","1 B/R","P06-068","","","","0","0","","Beach Mansion"
"41-9608-2026","2026-07-16 14:12:09","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1050000","72.18","72.18","1 B/R","P-36","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JANNAT"
"41-9609-2026","2026-07-16 13:36:29","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1100000","75.08","75.08","1 B/R","G-105","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LEGACY BY SUNRISE"
"41-9614-2026","2026-07-16 14:40:31","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2000000","115","115","2 B/R","P-65","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"41-9615-2026","2026-07-16 14:56:39","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1515000","104.27","104.27","1 B/R","P-67","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"41-9619-2026","2026-07-16 16:58:49","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","2400000","144.03","144.03","","","","","","0","0","","DAMAC ISLANDS - MALDIVES 1"
"41-9622-2026","2026-07-16 17:34:00","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","459820","29.8","29.8","Studio","B2-295","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"41-9624-2026","2026-07-16 18:37:13","Sales","Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","479520","44.69","44.69","Studio","B-7","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Star Hotel Apartments"
"41-9627-2026","2026-07-17 14:18:10","Sales","Delayed Sell","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2400000","159.45","159.45","2 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"41-9628-2026","2026-07-17 16:05:46","Sales","Delayed Sell","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","4300000","244.4","244.4","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"41-9631-2026","2026-07-17 09:08:06","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 3","Land","Residential","5190300","329.64","329.64","","","","","","0","0","","The Wilds 2 "
"41-9633-2026","2026-07-17 09:44:34","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2550000","144","144","","","","","","0","0","","DAMAC LAGOONS - MALTA (2)"
"41-9634-2026","2026-07-17 11:34:49","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2080000","87.72","87.72","2 B/R","B2-053","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Two"
"41-9635-2026","2026-07-17 09:43:37","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","930000","68.58","68.58","1 B/R","G-152","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Gardenia Livings"
"41-9636-2026","2026-07-17 09:31:20","Sales","Delayed Sell","Ready","Free Hold","Commercial","Al Yelayiss 5","Land","Commercial","7116888","439.74","439.74","","","","","","0","0","","Serro 2 The Heights"
"41-9637-2026","2026-07-17 11:30:02","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Jabal Ali","Land","Commercial","23000000","706.02","706.02","","","","","","0","0","","Palm Jebel Ali - Frond M"
"41-9638-2026","2026-07-17 11:07:59","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 7","Unit","Flat","758000","73.36","73.36","1 B/R","G-395","","","","0","0","","RUKAN"
"41-9639-2026","2026-07-17 11:10:47","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2700000","143.97","143.97","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (1)"
"41-9640-2026","2026-07-17 11:57:48","Sales","Delayed Sell","Ready","Free Hold","Residential","Ghadeer Al tair","Land","Residential","16000000","855.61","855.61","","","","","","0","0","","Mohammed Bin Rashid Al Maktoum City District One West - Phase 1"
"41-9642-2026","2026-07-17 11:03:27","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2750000","144","144","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (2)"
"41-9644-2026","2026-07-17 11:41:06","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","750000","57.72","57.72","1 B/R","GZ3B03","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - DANIA"
"41-9646-2026","2026-07-17 12:12:33","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1006468","41.55","41.55","Studio","B3-31","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Luxury Family Residence II"
"41-9649-2026","2026-07-17 11:50:45","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","562000","37.88","37.88","Studio","B1-18","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Elysee III by Pantheon"
"41-9650-2026","2026-07-17 11:47:53","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Rooms","370000","8.12","8.12","Studio","EU  0","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SKY BAY HOTEL"
"41-9652-2026","2026-07-17 13:09:28","Sales","Delayed Sell","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","700000","31.63","31.63","Studio","B3-55","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera Beachfront"
"41-9655-2026","2026-07-17 13:44:48","Sales","Delayed Sell","Ready","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2150000","99.11","99.11","2 B/R","P2-022","","","","0","0","","Hills Park"
"41-9661-2026","2026-07-17 14:47:59","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","886650","8.73","8.73","Studio","EU  0","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","Ciel"
"41-9662-2026","2026-07-17 15:43:46","Sales","Delayed Sell","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1869000","112.85","112.85","","","","","","0","0","","DAMAC HILLS (2) - VIOLET"
"41-9665-2026","2026-07-17 17:24:28","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3555000","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (1)"
"41-9672-2026","2026-07-17 17:32:38","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","3953840","266.61","266.61","","","","","","0","0","","DAMAC ISLANDS - BORA BORA 4"
"41-9675-2026","2026-07-18 10:35:57","Sales","Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","620000","41.38","41.38","Studio","P2-95","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Prime Residency 3"
"41-9677-2026","2026-07-18 13:40:05","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1150000","73.13","73.13","1 B/R","B-67","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Marquis Galleria"
"41-9678-2026","2026-07-20 13:25:17","Sales","Delayed Sell","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","720000","31.32","31.32","Studio","B3-71","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera Beachfront"
"41-9679-2026","2026-07-18 12:37:12","Sales","Delayed Sell","Ready","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2050000","68.76","68.76","1 B/R","B-345","","","","0","0","","Lamaa"
"41-9682-2026","2026-07-18 14:46:54","Sales","Delayed Sell","Ready","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2300000","98.8","98.8","2 B/R","B-115","","","","0","0","","Parkside Views"
"41-9684-2026","2026-07-18 18:13:40","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2915000","162.42","162.42","2 B/R","B-122","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"41-9689-2026","2026-07-20 08:23:23","Sales","Delayed Sell","Ready","Free Hold","Residential","Me'Aisem First","Land","","16743000","851.02","851.02","","","","","","0","0","","Ashwood Estates"
"41-9690-2026","2026-07-20 08:33:24","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","24995000","1064.83","1064.83","","","","","","0","0","","Cedarwood Estates"
"41-9691-2026","2026-07-20 08:47:45","Sales","Delayed Sell","Ready","Free Hold","Commercial","Al Yelayiss 5","Land","Commercial","6840290","435.64","435.64","","","","","","0","0","","Serro 2 The Heights"
"41-9692-2026","2026-07-20 09:49:21","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","11600000","604.5","604.5","","","","","","0","0","",""
"41-9697-2026","2026-07-20 10:14:44","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1050000","69.03","69.03","1 B/R","B2-12","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Opalz By Danube"
"41-9700-2026","2026-07-20 11:31:46","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","17200000","760","760","","","","","","0","0","",""
"41-9701-2026","2026-07-20 10:57:02","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1680000","86.84","86.84","1 B/R","117","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","ARBOR VIEW"
"41-9702-2026","2026-07-20 10:50:48","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3900000","185.94","185.94","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (1)"
"41-9703-2026","2026-07-20 10:40:16","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1143429.6","71.8","71.8","1 B/R","G-65","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"41-9705-2026","2026-07-20 11:23:16","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1250000","59.85","59.85","1 B/R","B2-50","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"41-9709-2026","2026-07-20 12:43:10","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","Land","3125000","227.58","227.58","","","","","","0","0","","DAMAC SUN CITY"
"41-9711-2026","2026-07-20 12:59:04","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1000000","72.53","72.53","1 B/R","P-52","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JANNAT"
"41-9712-2026","2026-07-20 14:18:28","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","10600000","666.67","666.67","","","","","","0","0","","DAMAC LAGOONS - VENICE (1)"
